awardYear,dateAwarded,prizeAmount,prizeAmountAdjusted,category.en,categoryFullName.en,winner_id,winner_link,id,given_name,family_name,full_name,gender,birth_date,birth_place_city,birth_place_country,city_now,country_now,continent
1939,1939-10-26,148822,4789363,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,334,https://api.nobelprize.org/2/laureate/334,334,Gerhard,Domagk,Gerhard Domagk,male,1895-10-30,Lagow,Germany,Lagow,Poland,Europe
1943,1944-11-09,123691,2855649,Chemistry,The Nobel Prize in Chemistry,201,https://api.nobelprize.org/2/laureate/201,201,George,de Hevesy,George de Hevesy,male,1885-08-01,Budapest,Austria-Hungary,Budapest,Hungary,Europe
1943,1944-11-09,123691,2855649,Physics,The Nobel Prize in Physics,48,https://api.nobelprize.org/2/laureate/48,48,Otto,Stern,Otto Stern,male,1888-02-17,Sorau,Germany,Zory,Poland,Europe
1943,1944-10-26,123691,2855649,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,335,https://api.nobelprize.org/2/laureate/335,335,Henrik,Dam,Henrik Carl Peter Dam,male,1895-02-21,Copenhagen,Denmark,Copenhagen,Denmark,Europe
1943,1944-10-26,123691,2855649,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,336,https://api.nobelprize.org/2/laureate/336,336,Edward A.,Doisy,Edward Adelbert Doisy,male,1893-11-13,"Hume, IL",USA,"Hume, IL",USA,North America
1944,1945-11-15,121841,2843849,Chemistry,The Nobel Prize in Chemistry,202,https://api.nobelprize.org/2/laureate/202,202,Otto,Hahn,Otto Hahn,male,1879-03-08,Frankfurt-on-the-Main,Germany,Frankfurt-on-the-Main,Germany,Europe
1944,1944-11-09,121841,2843849,Literature,The Nobel Prize in Literature,614,https://api.nobelprize.org/2/laureate/614,614,Johannes V.,Jensen,Johannes Vilhelm Jensen,male,1873-01-20,Farsø,Denmark,Farsø,Denmark,Europe
1944,1945-11-12,121841,2843849,Peace,The Nobel Peace Prize,482,https://api.nobelprize.org/2/laureate/482,482,Comité international de la Croix Rouge,Comité international de la Croix Rouge,Comité international de la Croix Rouge,,,,,,,
1944,1945-11-12,121841,2843849,Peace,The Nobel Peace Prize,482,https://api.nobelprize.org/2/laureate/482,482,Comité international de la Croix Rouge,Comité international de la Croix Rouge,Comité international de la Croix Rouge,,,,,,,
1944,1945-11-12,121841,2843849,Peace,The Nobel Peace Prize,482,https://api.nobelprize.org/2/laureate/482,482,Comité international de la Croix Rouge,Comité international de la Croix Rouge,Comité international de la Croix Rouge,,,,,,,
1944,1944-11-09,121841,2843849,Physics,The Nobel Prize in Physics,49,https://api.nobelprize.org/2/laureate/49,49,Isidor Isaac,Rabi,Isidor Isaac Rabi,male,1898-07-29,Rymanow,Austria-Hungary,Rymanow,Poland,Europe
1944,1944-10-26,121841,2843849,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,337,https://api.nobelprize.org/2/laureate/337,337,Joseph,Erlanger,Joseph Erlanger,male,1874-01-05,"San Francisco, CA",USA,"San Francisco, CA",USA,North America
1944,1944-10-26,121841,2843849,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,338,https://api.nobelprize.org/2/laureate/338,338,Herbert S.,Gasser,Herbert Spencer Gasser,male,1888-07-05,"Platteville, WI",USA,"Platteville, WI",USA,North America
1945,1945-11-15,121333,2831992,Chemistry,The Nobel Prize in Chemistry,203,https://api.nobelprize.org/2/laureate/203,203,Artturi,Virtanen,Artturi Ilmari Virtanen,male,1895-01-15,Helsinki,Russian Empire,Helsinki,Finland,Europe
1945,1945-11-15,121333,2831992,Literature,The Nobel Prize in Literature,615,https://api.nobelprize.org/2/laureate/615,615,Gabriela,Mistral,Gabriela Mistral,female,1889-04-07,Vicuña,Chile,Vicuña,Chile,South America
1945,1945-11-12,121333,2831992,Peace,The Nobel Peace Prize,505,https://api.nobelprize.org/2/laureate/505,505,Cordell,Hull,Cordell Hull,male,1871-10-02,"Olympus, TN",USA,"Olympus, TN",USA,North America
1945,1945-11-15,121333,2831992,Physics,The Nobel Prize in Physics,50,https://api.nobelprize.org/2/laureate/50,50,Wolfgang,Pauli,Wolfgang Pauli,male,1900-04-25,Vienna,Austria,Vienna,Austria,Europe
1945,1945-10-25,121333,2831992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,339,https://api.nobelprize.org/2/laureate/339,339,Sir Alexander,Fleming,Sir Alexander Fleming,male,1881-08-06,Lochfield,Scotland,Lochfield,Scotland,Europe
1945,1945-10-25,121333,2831992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,340,https://api.nobelprize.org/2/laureate/340,340,Ernst B.,Chain,Ernst Boris Chain,male,1906-06-19,Berlin,Germany,Berlin,Germany,Europe
1945,1945-10-25,121333,2831992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,341,https://api.nobelprize.org/2/laureate/341,341,Sir Howard,Florey,Sir Howard Walter Florey,male,1898-09-24,Adelaide,Australia,Adelaide,Australia,Oceania
1946,1946-11-14,121524,2836450,Chemistry,The Nobel Prize in Chemistry,204,https://api.nobelprize.org/2/laureate/204,204,James B.,Sumner,James Batcheller Sumner,male,1887-11-19,"Canton, MA",USA,"Canton, MA",USA,North America
1946,1946-11-14,121524,2836450,Chemistry,The Nobel Prize in Chemistry,205,https://api.nobelprize.org/2/laureate/205,205,John H.,Northrop,John Howard Northrop,male,1891-07-05,"Yonkers, NY",USA,"Yonkers, NY",USA,North America
1946,1946-11-14,121524,2836450,Chemistry,The Nobel Prize in Chemistry,206,https://api.nobelprize.org/2/laureate/206,206,Wendell M.,Stanley,Wendell Meredith Stanley,male,1904-08-16,"Ridgeville, IN",USA,"Ridgeville, IN",USA,North America
1946,1946-11-14,121524,2836450,Literature,The Nobel Prize in Literature,617,https://api.nobelprize.org/2/laureate/617,617,Hermann,Hesse,Hermann Hesse,male,1877-07-02,Calw,Germany,Calw,Germany,Europe
1946,1946-11-14,121524,2836450,Peace,The Nobel Peace Prize,506,https://api.nobelprize.org/2/laureate/506,506,Emily Greene,Balch,Emily Greene Balch,female,1867-01-08,"Jamaica Plain, MA",USA,"Boston, MA",USA,North America
1946,1946-11-14,121524,2836450,Peace,The Nobel Peace Prize,507,https://api.nobelprize.org/2/laureate/507,507,John R.,Mott,John Raleigh Mott,male,1865-05-25,"Livingston Manor, NY",USA,"Livingston Manor, NY",USA,North America
1946,1946-11-14,121524,2836450,Physics,The Nobel Prize in Physics,51,https://api.nobelprize.org/2/laureate/51,51,Percy W.,Bridgman,Percy Williams Bridgman,male,1882-04-21,"Cambridge, MA",USA,"Cambridge, MA",USA,North America
1946,1946-10-31,121524,2836450,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,342,https://api.nobelprize.org/2/laureate/342,342,Hermann J.,Muller,Hermann Joseph Muller,male,1890-12-21,"New York, NY",USA,"New York, NY",USA,North America
1947,1947-11-13,146115,3301577,Chemistry,The Nobel Prize in Chemistry,207,https://api.nobelprize.org/2/laureate/207,207,Sir Robert,Robinson,Sir Robert Robinson,male,1886-09-13,"Rufford, near Chesterfield",United Kingdom,"Rufford, near Chesterfield",United Kingdom,Europe
1947,1947-11-13,146115,3301577,Literature,The Nobel Prize in Literature,618,https://api.nobelprize.org/2/laureate/618,618,André,Gide,André Paul Guillaume Gide,male,1869-11-22,Paris,France,Paris,France,Europe
1947,1947-10-30,146115,3301577,Peace,The Nobel Peace Prize,508,https://api.nobelprize.org/2/laureate/508,508,Friends Service Council,Friends Service Council,Friends Service Council,,,,,,,
1947,1947-10-30,146115,3301577,Peace,The Nobel Peace Prize,509,https://api.nobelprize.org/2/laureate/509,509,{},{},{},,,,,,,
1947,1947-11-13,146115,3301577,Physics,The Nobel Prize in Physics,52,https://api.nobelprize.org/2/laureate/52,52,Edward V.,Appleton,Sir Edward Victor Appleton,male,1892-09-06,Bradford,United Kingdom,Bradford,United Kingdom,Europe
1947,1947-10-23,146115,3301577,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,343,https://api.nobelprize.org/2/laureate/343,343,Carl,Cori,Carl Ferdinand Cori,male,1896-12-05,Prague,Austria-Hungary,Prague,Czech Republic,Europe
1947,1947-10-23,146115,3301577,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,344,https://api.nobelprize.org/2/laureate/344,344,Gerty,Cori,"Gerty Theresa Cori, née Radnitz",female,1896-08-15,Prague,Austria-Hungary,Prague,Czech Republic,Europe
1947,1947-10-23,146115,3301577,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,345,https://api.nobelprize.org/2/laureate/345,345,Bernardo,Houssay,Bernardo Alberto Houssay,male,1887-04-10,Buenos Aires,Argentina,Buenos Aires,Argentina,South America
1948,1948-11-04,159773,3462835,Chemistry,The Nobel Prize in Chemistry,208,https://api.nobelprize.org/2/laureate/208,208,Arne,Tiselius,Arne Wilhelm Kaurin Tiselius,male,1902-08-10,Stockholm,Sweden,Stockholm,Sweden,Europe
1948,1948-11-04,159773,3462835,Literature,The Nobel Prize in Literature,619,https://api.nobelprize.org/2/laureate/619,619,T.S.,Eliot,Thomas Stearns Eliot,male,1888-09-26,"St. Louis, MO",USA,"St. Louis, MO",USA,North America
1948,1948-11-04,159773,3462835,Physics,The Nobel Prize in Physics,53,https://api.nobelprize.org/2/laureate/53,53,Patrick M.S.,Blackett,Patrick Maynard Stuart Blackett,male,1897-11-18,London,United Kingdom,London,United Kingdom,Europe
1948,1948-10-28,159773,3462835,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,346,https://api.nobelprize.org/2/laureate/346,346,Paul,Müller,Paul Hermann Müller,male,1899-01-12,Olten,Switzerland,Olten,Switzerland,Europe
1949,1949-11-03,156290,3319600,Chemistry,The Nobel Prize in Chemistry,209,https://api.nobelprize.org/2/laureate/209,209,William F.,Giauque,William Francis Giauque,male,1895-05-12,Niagara Falls,Canada,Niagara Falls,Canada,North America
1949,1950-11-10,156290,3319600,Literature,The Nobel Prize in Literature,620,https://api.nobelprize.org/2/laureate/620,620,William,Faulkner,William Faulkner,male,1897-09-25,"New Albany, MS",USA,"New Albany, MS",USA,North America
1949,1949-10-12,156290,3319600,Peace,The Nobel Peace Prize,510,https://api.nobelprize.org/2/laureate/510,510,John,Boyd Orr,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,1880-09-23,Kilmaurs,Scotland,Kilmaurs,Scotland,Europe
1949,1949-11-03,156290,3319600,Physics,The Nobel Prize in Physics,54,https://api.nobelprize.org/2/laureate/54,54,Hideki,Yukawa,Hideki Yukawa,male,1907-01-23,Tokyo,Japan,Tokyo,Japan,Asia
1949,1949-10-27,156290,3319600,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,347,https://api.nobelprize.org/2/laureate/347,347,Walter,Hess,Walter Rudolf Hess,male,1881-03-17,Frauenfeld,Switzerland,Frauenfeld,Switzerland,Europe
1949,1949-10-27,156290,3319600,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,348,https://api.nobelprize.org/2/laureate/348,348,Egas,Moniz,António Caetano de Abreu Freire Egas Moniz,male,1874-11-29,Avanca,Portugal,Avanca,Portugal,Europe
1950,1950-11-10,164304,3455264,Chemistry,The Nobel Prize in Chemistry,210,https://api.nobelprize.org/2/laureate/210,210,Otto,Diels,Otto Paul Hermann Diels,male,1876-01-23,Hamburg,Germany,Hamburg,Germany,Europe
1950,1950-11-10,164304,3455264,Chemistry,The Nobel Prize in Chemistry,211,https://api.nobelprize.org/2/laureate/211,211,Kurt,Alder,Kurt Alder,male,1902-07-10,Königshütte,Prussia,Chorzów,Poland,Europe
1950,1950-11-10,164304,3455264,Literature,The Nobel Prize in Literature,621,https://api.nobelprize.org/2/laureate/621,621,Bertrand,Russell,Earl (Bertrand Arthur William) Russell,male,1872-05-18,Trelleck,United Kingdom,Trelleck,United Kingdom,Europe
1950,1950-09-22,164304,3455264,Peace,The Nobel Peace Prize,511,https://api.nobelprize.org/2/laureate/511,511,Ralph,Bunche,Ralph Bunche,male,1904-08-07,"Detroit, MI",USA,"Detroit, MI",USA,North America
1950,1950-11-10,164304,3455264,Physics,The Nobel Prize in Physics,55,https://api.nobelprize.org/2/laureate/55,55,Cecil,Powell,Cecil Frank Powell,male,1903-12-05,Tonbridge,United Kingdom,Tonbridge,United Kingdom,Europe
1950,1950-10-26,164304,3455264,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,349,https://api.nobelprize.org/2/laureate/349,349,Edward C.,Kendall,Edward Calvin Kendall,male,1886-03-08,"South Norwalk, CT",USA,"South Norwalk, CT",USA,North America
1950,1950-10-26,164304,3455264,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,350,https://api.nobelprize.org/2/laureate/350,350,Tadeus,Reichstein,Tadeus Reichstein,male,1897-07-20,Wloclawek,Poland,Wloclawek,Poland,Europe
1950,1950-10-26,164304,3455264,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,351,https://api.nobelprize.org/2/laureate/351,351,Philip S.,Hench,Philip Showalter Hench,male,1896-02-28,"Pittsburgh, PA",USA,"Pittsburgh, PA",USA,North America
1951,1951-11-15,167612,3042802,Chemistry,The Nobel Prize in Chemistry,212,https://api.nobelprize.org/2/laureate/212,212,Edwin M.,McMillan,Edwin Mattison McMillan,male,1907-09-18,"Redondo Beach, CA",USA,"Redondo Beach, CA",USA,North America
1951,1951-11-15,167612,3042802,Chemistry,The Nobel Prize in Chemistry,213,https://api.nobelprize.org/2/laureate/213,213,Glenn T.,Seaborg,Glenn Theodore Seaborg,male,1912-04-19,"Ishpeming, MI",USA,"Ishpeming, MI",USA,North America
1951,1951-11-15,167612,3042802,Literature,The Nobel Prize in Literature,622,https://api.nobelprize.org/2/laureate/622,622,Pär,Lagerkvist,Pär Fabian Lagerkvist,male,1891-05-23,Växjö,Sweden,Växjö,Sweden,Europe
1951,1951-11-05,167612,3042802,Peace,The Nobel Peace Prize,512,https://api.nobelprize.org/2/laureate/512,512,Léon,Jouhaux,Léon Jouhaux,male,1879-07-01,Paris,France,Paris,France,Europe
1951,1951-11-15,167612,3042802,Physics,The Nobel Prize in Physics,56,https://api.nobelprize.org/2/laureate/56,56,John,Cockcroft,Sir John Douglas Cockcroft,male,1897-05-27,Todmorden,United Kingdom,Todmorden,United Kingdom,Europe
1951,1951-11-15,167612,3042802,Physics,The Nobel Prize in Physics,57,https://api.nobelprize.org/2/laureate/57,57,Ernest T.S.,Walton,Ernest Thomas Sinton Walton,male,1903-10-06,Dungarvan,Ireland,Dungarvan,Ireland,Europe
1951,1951-10-18,167612,3042802,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,352,https://api.nobelprize.org/2/laureate/352,352,Max,Theiler,Max Theiler,male,1899-01-30,Pretoria,South Africa,Pretoria,South Africa,Africa
1952,1952-11-06,171135,2884847,Chemistry,The Nobel Prize in Chemistry,214,https://api.nobelprize.org/2/laureate/214,214,Archer J.P.,Martin,Archer John Porter Martin,male,1910-03-01,London,United Kingdom,London,United Kingdom,Europe
1952,1952-11-06,171135,2884847,Chemistry,The Nobel Prize in Chemistry,215,https://api.nobelprize.org/2/laureate/215,215,Richard L.M.,Synge,Richard Laurence Millington Synge,male,1914-10-28,Liverpool,United Kingdom,Liverpool,United Kingdom,Europe
1952,1952-11-06,171135,2884847,Literature,The Nobel Prize in Literature,623,https://api.nobelprize.org/2/laureate/623,623,François,Mauriac,François Mauriac,male,1885-10-11,Bordeaux,France,Bordeaux,France,Europe
1952,1953-10-30,171135,2884847,Peace,The Nobel Peace Prize,513,https://api.nobelprize.org/2/laureate/513,513,Albert,Schweitzer,Albert Schweitzer,male,1875-01-14,Kaysersberg,Germany,Kaysersberg,France,Europe
1952,1952-11-06,171135,2884847,Physics,The Nobel Prize in Physics,58,https://api.nobelprize.org/2/laureate/58,58,Felix,Bloch,Felix Bloch,male,1905-10-23,Zurich,Switzerland,Zurich,Switzerland,Europe
1952,1952-11-06,171135,2884847,Physics,The Nobel Prize in Physics,59,https://api.nobelprize.org/2/laureate/59,59,E. M.,Purcell,Edward Mills Purcell,male,1912-08-30,"Taylorville, IL",USA,"Taylorville, IL",USA,North America
1952,1952-10-23,171135,2884847,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,353,https://api.nobelprize.org/2/laureate/353,353,Selman A.,Waksman,Selman Abraham Waksman,male,1888-07-22,Priluka,Russian Empire,Nova Pryluka,Ukraine,Europe
1953,1953-11-04,175293,2908768,Chemistry,The Nobel Prize in Chemistry,216,https://api.nobelprize.org/2/laureate/216,216,Hermann,Staudinger,Hermann Staudinger,male,1881-03-23,Worms,Germany,Worms,Germany,Europe
1953,1953-10-15,175293,2908768,Literature,The Nobel Prize in Literature,624,https://api.nobelprize.org/2/laureate/624,624,Winston,Churchill,Sir Winston Leonard Spencer Churchill,male,1874-11-30,Woodstock,United Kingdom,Woodstock,United Kingdom,Europe
1953,1953-10-30,175293,2908768,Peace,The Nobel Peace Prize,514,https://api.nobelprize.org/2/laureate/514,514,George C.,Marshall,George Catlett Marshall,male,1880-12-31,"Uniontown, PA",USA,"Uniontown, PA",USA,North America
1953,1953-11-04,175293,2908768,Physics,The Nobel Prize in Physics,60,https://api.nobelprize.org/2/laureate/60,60,Frits,Zernike,Frits Zernike,male,1888-07-16,Amsterdam,the Netherlands,Amsterdam,the Netherlands,Europe
1953,1953-10-22,175293,2908768,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,354,https://api.nobelprize.org/2/laureate/354,354,Hans,Krebs,Hans Adolf Krebs,male,1900-08-25,Hildesheim,Germany,Hildesheim,Germany,Europe
1953,1953-10-22,175293,2908768,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,355,https://api.nobelprize.org/2/laureate/355,355,Fritz,Lipmann,Fritz Albert Lipmann,male,1899-06-12,Koenigsberg,Germany,Kaliningrad,Russia,Europe
1954,1954-11-03,181647,2990839,Chemistry,The Nobel Prize in Chemistry,217,https://api.nobelprize.org/2/laureate/217,217,Linus,Pauling,Linus Carl Pauling,male,1901-02-28,"Portland, OR",USA,"Portland, OR",USA,North America
1954,1954-11-03,181647,2990839,Chemistry,The Nobel Prize in Chemistry,217,https://api.nobelprize.org/2/laureate/217,217,Linus,Pauling,Linus Carl Pauling,male,1901-02-28,"Portland, OR",USA,"Portland, OR",USA,North America
1954,1954-10-28,181647,2990839,Literature,The Nobel Prize in Literature,625,https://api.nobelprize.org/2/laureate/625,625,Ernest,Hemingway,Ernest Miller Hemingway,male,1899-07-21,"Oak Park, IL",USA,"Oak Park, IL",USA,North America
1954,1955-11-05,181647,2990839,Peace,The Nobel Peace Prize,515,https://api.nobelprize.org/2/laureate/515,515,Office of the United Nations High Commissioner for Refugees,Office of the United Nations High Commissioner for Refugees,Office of the United Nations High Commissioner for Refugees,,,,,,,
1954,1955-11-05,181647,2990839,Peace,The Nobel Peace Prize,515,https://api.nobelprize.org/2/laureate/515,515,Office of the United Nations High Commissioner for Refugees,Office of the United Nations High Commissioner for Refugees,Office of the United Nations High Commissioner for Refugees,,,,,,,
1954,1954-11-03,181647,2990839,Physics,The Nobel Prize in Physics,61,https://api.nobelprize.org/2/laureate/61,61,Max,Born,Max Born,male,1882-12-11,Breslau,Germany,Wroclaw,Poland,Europe
1954,1954-11-03,181647,2990839,Physics,The Nobel Prize in Physics,62,https://api.nobelprize.org/2/laureate/62,62,Walther,Bothe,Walther Bothe,male,1891-01-08,Oranienburg,Germany,Oranienburg,Germany,Europe
1954,1954-10-21,181647,2990839,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,356,https://api.nobelprize.org/2/laureate/356,356,John F.,Enders,John Franklin Enders,male,1897-02-10,"West Hartford, CT",USA,"West Hartford, CT",USA,North America
1954,1954-10-21,181647,2990839,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,357,https://api.nobelprize.org/2/laureate/357,357,Thomas H.,Weller,Thomas Huckle Weller,male,1915-06-15,"Ann Arbor, MI",USA,"Ann Arbor, MI",USA,North America
1954,1954-10-21,181647,2990839,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,358,https://api.nobelprize.org/2/laureate/358,358,Frederick C.,Robbins,Frederick Chapman Robbins,male,1916-08-25,"Auburn, AL",USA,"Auburn, AL",USA,North America
1955,1955-11-02,190214,3037703,Chemistry,The Nobel Prize in Chemistry,218,https://api.nobelprize.org/2/laureate/218,218,Vincent,du Vigneaud,Vincent du Vigneaud,male,1901-05-18,"Chicago, IL",USA,"Chicago, IL",USA,North America
1955,1955-10-27,190214,3037703,Literature,The Nobel Prize in Literature,626,https://api.nobelprize.org/2/laureate/626,626,Halldór,Laxness,Halldór Kiljan Laxness,male,1902-04-23,Reykjavik,Iceland,Reykjavik,Iceland,Europe
1955,1955-11-02,190214,3037703,Physics,The Nobel Prize in Physics,63,https://api.nobelprize.org/2/laureate/63,63,Willis E.,Lamb,Willis Eugene Lamb,male,1913-07-12,"Los Angeles, CA",USA,"Los Angeles, CA",USA,North America
1955,1955-11-02,190214,3037703,Physics,The Nobel Prize in Physics,64,https://api.nobelprize.org/2/laureate/64,64,Polykarp,Kusch,Polykarp Kusch,male,1911-01-26,Blankenburg,Germany,Blankenburg,Germany,Europe
1955,1955-10-20,190214,3037703,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,359,https://api.nobelprize.org/2/laureate/359,359,Hugo,Theorell,Axel Hugo Theodor Theorell,male,1903-07-06,Linköping,Sweden,Linköping,Sweden,Europe
1956,1956-11-01,200123,3057995,Chemistry,The Nobel Prize in Chemistry,219,https://api.nobelprize.org/2/laureate/219,219,Sir Cyril,Hinshelwood,Sir Cyril Norman Hinshelwood,male,1897-05-19,London,United Kingdom,London,United Kingdom,Europe
1956,1956-11-01,200123,3057995,Chemistry,The Nobel Prize in Chemistry,220,https://api.nobelprize.org/2/laureate/220,220,Nikolay,Semenov,Nikolay Nikolaevich Semenov,male,1896-04-03,Saratov,Russia,Saratov,Russia,Europe
1956,1956-10-25,200123,3057995,Literature,The Nobel Prize in Literature,627,https://api.nobelprize.org/2/laureate/627,627,Juan Ramón,Jiménez,Juan Ramón Jiménez,male,1881-12-24,Moguer,Spain,Moguer,Spain,Europe
1956,1956-11-01,200123,3057995,Physics,The Nobel Prize in Physics,65,https://api.nobelprize.org/2/laureate/65,65,William B.,Shockley,William Bradford Shockley,male,1910-02-13,London,United Kingdom,London,United Kingdom,Europe
1956,1956-11-01,200123,3057995,Physics,The Nobel Prize in Physics,66,https://api.nobelprize.org/2/laureate/66,66,John,Bardeen,John Bardeen,male,1908-05-23,"Madison, WI",USA,"Madison, WI",USA,North America
1956,1956-11-01,200123,3057995,Physics,The Nobel Prize in Physics,66,https://api.nobelprize.org/2/laureate/66,66,John,Bardeen,John Bardeen,male,1908-05-23,"Madison, WI",USA,"Madison, WI",USA,North America
1956,1956-11-01,200123,3057995,Physics,The Nobel Prize in Physics,67,https://api.nobelprize.org/2/laureate/67,67,Walter H.,Brattain,Walter Houser Brattain,male,1902-02-10,Amoy,China,Amoy,China,Asia
1956,1956-10-18,200123,3057995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,360,https://api.nobelprize.org/2/laureate/360,360,André F.,Cournand,André Frédéric Cournand,male,1895-09-24,Paris,France,Paris,France,Europe
1956,1956-10-18,200123,3057995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,361,https://api.nobelprize.org/2/laureate/361,361,Werner,Forssmann,Werner Forssmann,male,1904-08-29,Berlin,Germany,Berlin,Germany,Europe
1956,1956-10-18,200123,3057995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,362,https://api.nobelprize.org/2/laureate/362,362,Dickinson W.,Richards,Dickinson W. Richards,male,1895-10-30,"Orange, NJ",USA,"Orange, NJ",USA,North America
1957,1957-10-31,208629,3056055,Chemistry,The Nobel Prize in Chemistry,221,https://api.nobelprize.org/2/laureate/221,221,Lord,Todd,Lord (Alexander R.) Todd,male,1907-10-02,Glasgow,Scotland,Glasgow,Scotland,Europe
1957,1957-10-17,208629,3056055,Literature,The Nobel Prize in Literature,628,https://api.nobelprize.org/2/laureate/628,628,Albert,Camus,Albert Camus,male,1913-11-07,Mondovi,French Algeria,Mondovi,Algeria,Africa
1957,1957-10-03,208629,3056055,Peace,The Nobel Peace Prize,516,https://api.nobelprize.org/2/laureate/516,516,Lester Bowles,Pearson,Lester Bowles Pearson,male,1897-04-23,Toronto,Canada,Toronto,Canada,North America
1957,1957-10-31,208629,3056055,Physics,The Nobel Prize in Physics,68,https://api.nobelprize.org/2/laureate/68,68,Chen Ning,Yang,Chen Ning Yang,male,1922-09-22,"Hofei, Anhwei",China,"Hofei, Anhwei",China,Asia
1957,1957-10-31,208629,3056055,Physics,The Nobel Prize in Physics,69,https://api.nobelprize.org/2/laureate/69,69,Tsung-Dao,Lee,Tsung-Dao (T.D.) Lee,male,1926-11-24,Shanghai,China,Shanghai,China,Asia
1957,1957-10-24,208629,3056055,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,363,https://api.nobelprize.org/2/laureate/363,363,Daniel,Bovet,Daniel Bovet,male,1907-03-23,Neuchâtel,Switzerland,Neuchâtel,Switzerland,Europe
1958,1958-10-28,214559,2998180,Chemistry,The Nobel Prize in Chemistry,222,https://api.nobelprize.org/2/laureate/222,222,Frederick,Sanger,Frederick Sanger,male,1918-08-13,Rendcombe,United Kingdom,Rendcombe,United Kingdom,Europe
1958,1958-10-28,214559,2998180,Chemistry,The Nobel Prize in Chemistry,222,https://api.nobelprize.org/2/laureate/222,222,Frederick,Sanger,Frederick Sanger,male,1918-08-13,Rendcombe,United Kingdom,Rendcombe,United Kingdom,Europe
1958,1958-10-28,214559,2998180,Literature,The Nobel Prize in Literature,629,https://api.nobelprize.org/2/laureate/629,629,Boris,Pasternak,Boris Leonidovich Pasternak,male,1890-02-10,Moscow,Russia,Moscow,Russia,Europe
1958,1958-11-10,214559,2998180,Peace,The Nobel Peace Prize,517,https://api.nobelprize.org/2/laureate/517,517,Georges,Pire,Georges Pire,male,1910-02-10,Dinant,Belgium,Dinant,Belgium,Europe
1958,1958-10-28,214559,2998180,Physics,The Nobel Prize in Physics,70,https://api.nobelprize.org/2/laureate/70,70,Pavel A.,Cherenkov,Pavel Alekseyevich Cherenkov,male,1904-07-28,Novaya Chigla,Russia,Novaya Chigla,Russia,Europe
1958,1958-10-28,214559,2998180,Physics,The Nobel Prize in Physics,721,https://api.nobelprize.org/2/laureate/721,721,Il´ja M.,Frank,Il´ja Mikhailovich Frank,male,1908-10-23,Leningrad,Russia,St. Petersburg,Russia,Europe
1958,1958-10-28,214559,2998180,Physics,The Nobel Prize in Physics,71,https://api.nobelprize.org/2/laureate/71,71,Igor Y.,Tamm,Igor Yevgenyevich Tamm,male,1895-07-08,Vladivostok,Russia,Vladivostok,Russia,Europe
1958,1958-10-30,214559,2998180,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,364,https://api.nobelprize.org/2/laureate/364,364,George,Beadle,George Wells Beadle,male,1903-10-22,"Wahoo, NE",USA,"Wahoo, NE",USA,North America
1958,1958-10-30,214559,2998180,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,365,https://api.nobelprize.org/2/laureate/365,365,Edward,Tatum,Edward Lawrie Tatum,male,1909-12-14,"Boulder, CO",USA,"Boulder, CO",USA,North America
1958,1958-10-30,214559,2998180,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,366,https://api.nobelprize.org/2/laureate/366,366,Joshua,Lederberg,Joshua Lederberg,male,1925-05-23,"Montclair, NJ",USA,"Montclair, NJ",USA,North America
1959,1959-10-26,220678,3063530,Chemistry,The Nobel Prize in Chemistry,223,https://api.nobelprize.org/2/laureate/223,223,Jaroslav,Heyrovsky,Jaroslav Heyrovsky,male,1890-12-20,Prague,Austria-Hungary,Prague,Czech Republic,Europe
